_id,Year/Année,Parent who gave birth/Parent qui a donné naissance,Age of Father or Parent / Âge du père ou parent,Births/Naissances
2909,2020,21,50-54,4
2910,2020,21,NS/N.P.,193
2911,2020,22,<20,14
2912,2020,22,20-24,1128
2913,2020,22,25-29,580
2914,2020,22,30-34,185
2915,2020,22,35-39,58
2916,2020,22,40-44,16
2917,2020,22,45-49,11
2918,2020,22,50-54,4
2919,2020,22,60+,1
2920,2020,22,NS/N.P.,223
2921,2020,23,<20,5
2922,2020,23,20-24,1208
2923,2020,23,25-29,882
2924,2020,23,30-34,296
2925,2020,23,35-39,86
2926,2020,23,40-44,27
2927,2020,23,45-49,6
2928,2020,23,50-54,3
2929,2020,23,55-59,3
2930,2020,23,60+,2
2931,2020,23,NS/N.P.,215
2932,2020,24,<20,5
2933,2020,24,20-24,1157
2934,2020,24,25-29,1423
2935,2020,24,30-34,473
2936,2020,24,35-39,123
2937,2020,24,40-44,41
2938,2020,24,45-49,17
2939,2020,24,50-54,4
2940,2020,24,55-59,4
2941,2020,24,NS/N.P.,240
2942,2020,25,<20,7
2943,2020,25,20-24,948
2944,2020,25,25-29,2169
2945,2020,25,30-34,788
2946,2020,25,35-39,207
2947,2020,25,40-44,72
2948,2020,25,45-49,15
2949,2020,25,50-54,6
2950,2020,25,55-59,1
2951,2020,25,60+,3
2952,2020,25,NS/N.P.,296
2953,2020,26,<20,3
2954,2020,26,20-24,578
2955,2020,26,25-29,2961
2956,2020,26,30-34,1253
2957,2020,26,35-39,310
2958,2020,26,40-44,79
2959,2020,26,45-49,25
2960,2020,26,50-54,6
2961,2020,26,55-59,3
2962,2020,26,60+,1
2963,2020,26,NS/N.P.,306
2964,2020,27,<20,1
2965,2020,27,20-24,303
2966,2020,27,25-29,3706
2967,2020,27,30-34,1789
2968,2020,27,35-39,473
2969,2020,27,40-44,120
2970,2020,27,45-49,35
2971,2020,27,50-54,11
2972,2020,27,55-59,4
2973,2020,27,NS/N.P.,296
2974,2020,28,<20,3
2975,2020,28,20-24,185
2976,2020,28,25-29,4015
2977,2020,28,30-34,2688
2978,2020,28,35-39,691
2979,2020,28,40-44,167
2980,2020,28,45-49,48
2981,2020,28,50-54,21
2982,2020,28,55-59,5
2983,2020,28,60+,4
2984,2020,28,NS/N.P.,355
2985,2020,29,20-24,165
2986,2020,29,25-29,4009
2987,2020,29,30-34,3910
2988,2020,29,35-39,1020
2989,2020,29,40-44,221
2990,2020,29,45-49,64
2991,2020,29,50-54,20
2992,2020,29,55-59,5
2993,2020,29,60+,3
2994,2020,29,NS/N.P.,349
2995,2020,30,<20,2
2996,2020,30,20-24,90
2997,2020,30,25-29,3055
2998,2020,30,30-34,5487
2999,2020,30,35-39,1336
3000,2020,30,40-44,271
3001,2020,30,45-49,72
3002,2020,30,50-54,23
3003,2020,30,55-59,8
3004,2020,30,60+,5
3005,2020,30,NS/N.P.,347
3006,2020,31,20-24,81
3007,2020,31,25-29,1746
3008,2020,31,30-34,6659
3009,2020,31,35-39,1821
3010,2020,31,40-44,394
3011,2020,31,45-49,121
3012,2020,31,50-54,36
3013,2020,31,55-59,13
3014,2020,31,60+,5
3015,2020,31,NS/N.P.,358
3016,2020,32,20-24,67
3017,2020,32,25-29,978
3018,2020,32,30-34,6682
3019,2020,32,35-39,2352
3020,2020,32,40-44,500
3021,2020,32,45-49,111
3022,2020,32,50-54,32
3023,2020,32,55-59,17
3024,2020,32,60+,6
3025,2020,32,NS/N.P.,304
3026,2020,33,<20,1
3027,2020,33,20-24,49
3028,2020,33,25-29,603
3029,2020,33,30-34,6046
3030,2020,33,35-39,2979
3031,2020,33,40-44,667
3032,2020,33,45-49,155
3033,2020,33,50-54,53
3034,2020,33,55-59,27
3035,2020,33,60+,4
3036,2020,33,NS/N.P.,275
3037,2020,34,20-24,28
3038,2020,34,25-29,408
3039,2020,34,30-34,4523
3040,2020,34,35-39,3571
3041,2020,34,40-44,742
3042,2020,34,45-49,209
3043,2020,34,50-54,69
3044,2020,34,55-59,16
3045,2020,34,60+,10
3046,2020,34,NS/N.P.,293
3047,2020,35,20-24,27
3048,2020,35,25-29,266
3049,2020,35,30-34,3065
3050,2020,35,35-39,3708
3051,2020,35,40-44,950
3052,2020,35,45-49,227
3053,2020,35,50-54,59
3054,2020,35,55-59,10
3055,2020,35,60+,11
3056,2020,35,NS/N.P.,277
3057,2020,36,20-24,22
3058,2020,36,25-29,204
3059,2020,36,30-34,1678
3060,2020,36,35-39,3792
3061,2020,36,40-44,1068
3062,2020,36,45-49,258
3063,2020,36,50-54,83
3064,2020,36,55-59,27
3065,2020,36,60+,9
3066,2020,36,NS/N.P.,238
3067,2020,37,20-24,19
3068,2020,37,25-29,140
3069,2020,37,30-34,925
3070,2020,37,35-39,3066
3071,2020,37,40-44,1116
3072,2020,37,45-49,301
3073,2020,37,50-54,77
3074,2020,37,55-59,29
3075,2020,37,60+,7
3076,2020,37,NS/N.P.,228
3077,2020,38,20-24,14
3078,2020,38,25-29,93
3079,2020,38,30-34,553
3080,2020,38,35-39,2197
3081,2020,38,40-44,1135
3082,2020,38,45-49,309
3083,2020,38,50-54,88
3084,2020,38,55-59,26
3085,2020,38,60+,10
3086,2020,38,NS/N.P.,200
3087,2020,39,20-24,11
3088,2020,39,25-29,67
3089,2020,39,30-34,325
3090,2020,39,35-39,1441
3091,2020,39,40-44,998
3092,2020,39,45-49,305
3093,2020,39,50-54,104
3094,2020,39,55-59,23
3095,2020,39,60+,13
3096,2020,39,NS/N.P.,173
3097,2020,40,20-24,9
3098,2020,40,25-29,48
3099,2020,40,30-34,175
3100,2020,40,35-39,824
3101,2020,40,40-44,922
3102,2020,40,45-49,300
3103,2020,40,50-54,80
3104,2020,40,55-59,24
3105,2020,40,60+,4
3106,2020,40,NS/N.P.,140
3107,2020,41,20-24,3
3108,2020,41,25-29,28
3109,2020,41,30-34,135
3110,2020,41,35-39,445
3111,2020,41,40-44,672
3112,2020,41,45-49,234
3113,2020,41,50-54,75
3114,2020,41,55-59,28
3115,2020,41,60+,7
3116,2020,41,NS/N.P.,122
3117,2020,42,25-29,20
3118,2020,42,30-34,55
3119,2020,42,35-39,205
3120,2020,42,40-44,477
3121,2020,42,45-49,172
3122,2020,42,50-54,54
3123,2020,42,55-59,24
3124,2020,42,60+,9
3125,2020,42,NS/N.P.,67
3126,2020,43,25-29,7
3127,2020,43,30-34,32
3128,2020,43,35-39,112
3129,2020,43,40-44,269
3130,2020,43,45-49,145
3131,2020,43,50-54,48
3132,2020,43,55-59,8
3133,2020,43,60+,4
3134,2020,43,NS/N.P.,46
3135,2020,44,25-29,10
3136,2020,44,30-34,13
3137,2020,44,35-39,63
3138,2020,44,40-44,136
3139,2020,44,45-49,68
3140,2020,44,50-54,25
3141,2020,44,55-59,10
3142,2020,44,60+,5
3143,2020,44,NS/N.P.,26
3144,2021,<15,<20,2
3145,2021,<15,35-39,1
3146,2021,<15,NS/N.P.,3
3147,2021,>44,20-24,1
3148,2021,>44,25-29,5
3149,2021,>44,30-34,29
3150,2021,>44,35-39,73
3151,2021,>44,40-44,114
3152,2021,>44,45-49,141
3153,2021,>44,50-54,70
3154,2021,>44,55-59,33
3155,2021,>44,60+,16
3156,2021,>44,NS/N.P.,60
3157,2021,NS/N.P.,20-24,1
3158,2021,NS/N.P.,NS/N.P.,64
3159,2021,15,<20,17
3160,2021,15,20-24,2
3161,2021,15,NS/N.P.,13
3162,2021,16,<20,56
3163,2021,16,20-24,9
3164,2021,16,25-29,1
3165,2021,16,NS/N.P.,21
3166,2021,17,<20,89
3167,2021,17,20-24,61
3168,2021,17,25-29,3
3169,2021,17,30-34,3
3170,2021,17,NS/N.P.,33
3171,2021,18,<20,128
3172,2021,18,20-24,158
3173,2021,18,25-29,23
3174,2021,18,30-34,2
3175,2021,18,35-39,1
3176,2021,18,NS/N.P.,86
3177,2021,19,<20,119
3178,2021,19,20-24,332
3179,2021,19,25-29,61
3180,2021,19,30-34,11
3181,2021,19,35-39,6
3182,2021,19,40-44,1
3183,2021,19,45-49,1
3184,2021,19,50-54,1
3185,2021,19,NS/N.P.,99
3186,2021,20,<20,69
3187,2021,20,20-24,602
3188,2021,20,25-29,140
3189,2021,20,30-34,44
3190,2021,20,35-39,11
3191,2021,20,40-44,4
3192,2021,20,45-49,2
3193,2021,20,50-54,2
3194,2021,20,55-59,1
3195,2021,20,NS/N.P.,121
3196,2021,21,<20,13
3197,2021,21,20-24,921
3198,2021,21,25-29,299
3199,2021,21,30-34,80
3200,2021,21,35-39,25
3201,2021,21,40-44,15
3202,2021,21,45-49,5
3203,2021,21,55-59,2
3204,2021,21,NS/N.P.,147
3205,2021,22,<20,15
3206,2021,22,20-24,1056
3207,2021,22,25-29,502
3208,2021,22,30-34,184
3209,2021,22,35-39,51
3210,2021,22,40-44,17
3211,2021,22,45-49,7
3212,2021,22,50-54,2
3213,2021,22,55-59,1
3214,2021,22,NS/N.P.,164
3215,2021,23,<20,8
3216,2021,23,20-24,1131
3217,2021,23,25-29,799
3218,2021,23,30-34,275
3219,2021,23,35-39,86
3220,2021,23,40-44,26
3221,2021,23,45-49,12
3222,2021,23,50-54,4
3223,2021,23,60+,1
3224,2021,23,NS/N.P.,188
3225,2021,24,<20,3
3226,2021,24,20-24,1081
3227,2021,24,25-29,1349
3228,2021,24,30-34,445
3229,2021,24,35-39,122
3230,2021,24,40-44,28
3231,2021,24,45-49,9
3232,2021,24,50-54,2
3233,2021,24,55-59,1
3234,2021,24,60+,1
3235,2021,24,NS/N.P.,189
3236,2021,25,<20,5
3237,2021,25,20-24,908
3238,2021,25,25-29,2127
3239,2021,25,30-34,720
3240,2021,25,35-39,212
3241,2021,25,40-44,44
3242,2021,25,45-49,12
3243,2021,25,50-54,4
3244,2021,25,55-59,4
3245,2021,25,60+,2
3246,2021,25,NS/N.P.,185
3247,2021,26,20-24,542
3248,2021,26,25-29,3042
3249,2021,26,30-34,1230
3250,2021,26,35-39,306
3251,2021,26,40-44,75
3252,2021,26,45-49,23
3253,2021,26,50-54,8
3254,2021,26,55-59,5
3255,2021,26,60+,2
3256,2021,26,NS/N.P.,261
3257,2021,27,20-24,316
3258,2021,27,25-29,3691
3259,2021,27,30-34,1837
3260,2021,27,35-39,477
3261,2021,27,40-44,103
3262,2021,27,45-49,21
3263,2021,27,50-54,10
3264,2021,27,55-59,5
3265,2021,27,60+,2
3266,2021,27,NS/N.P.,260
3267,2021,28,20-24,194
3268,2021,28,25-29,4257
3269,2021,28,30-34,2833
3270,2021,28,35-39,682
3271,2021,28,40-44,143
3272,2021,28,45-49,37
3273,2021,28,50-54,17
3274,2021,28,55-59,3
3275,2021,28,60+,2
3276,2021,28,NS/N.P.,264
3277,2021,29,20-24,120
3278,2021,29,25-29,4060
3279,2021,29,30-34,4129
3280,2021,29,35-39,966
3281,2021,29,40-44,215
3282,2021,29,45-49,70
3283,2021,29,50-54,21
3284,2021,29,55-59,3
3285,2021,29,60+,4
3286,2021,29,NS/N.P.,283
3287,2021,30,20-24,92
3288,2021,30,25-29,3298
3289,2021,30,30-34,5701
3290,2021,30,35-39,1428
3291,2021,30,40-44,302
3292,2021,30,45-49,77
3293,2021,30,50-54,20
3294,2021,30,55-59,8
3295,2021,30,60+,1
3296,2021,30,NS/N.P.,290
3297,2021,31,<20,1
3298,2021,31,20-24,78
3299,2021,31,25-29,1788
3300,2021,31,30-34,7707
3301,2021,31,35-39,1966
3302,2021,31,40-44,377
3303,2021,31,45-49,105
3304,2021,31,50-54,39
3305,2021,31,55-59,16
3306,2021,31,60+,7
3307,2021,31,NS/N.P.,288
3308,2021,32,20-24,51
3309,2021,32,25-29,1004
3310,2021,32,30-34,7471
3311,2021,32,35-39,2568
3312,2021,32,40-44,508
3313,2021,32,45-49,107
3314,2021,32,50-54,28
3315,2021,32,55-59,15
3316,2021,32,60+,5
3317,2021,32,NS/N.P.,277
3318,2021,33,<20,1
3319,2021,33,20-24,39
3320,2021,33,25-29,572
3321,2021,33,30-34,6443
3322,2021,33,35-39,3164
3323,2021,33,40-44,621
3324,2021,33,45-49,152
3325,2021,33,50-54,52
3326,2021,33,55-59,14
3327,2021,33,60+,3
3328,2021,33,NS/N.P.,243
3329,2021,34,<20,1
3330,2021,34,20-24,44
3331,2021,34,25-29,377
3332,2021,34,30-34,4824
3333,2021,34,35-39,3749
3334,2021,34,40-44,854
3335,2021,34,45-49,176
3336,2021,34,50-54,70
3337,2021,34,55-59,19
3338,2021,34,60+,7
3339,2021,34,NS/N.P.,234
3340,2021,35,20-24,18
3341,2021,35,25-29,274
3342,2021,35,30-34,3332
3343,2021,35,35-39,4079
3344,2021,35,40-44,931
3345,2021,35,45-49,227
3346,2021,35,50-54,57
3347,2021,35,55-59,23
3348,2021,35,60+,7
3349,2021,35,NS/N.P.,219
3350,2021,36,20-24,10
3351,2021,36,25-29,182
3352,2021,36,30-34,1834
3353,2021,36,35-39,4201
3354,2021,36,40-44,1076
3355,2021,36,45-49,259
3356,2021,36,50-54,87
3357,2021,36,55-59,16
3358,2021,36,60+,12
3359,2021,36,NS/N.P.,243
3360,2021,37,20-24,10
3361,2021,37,25-29,130
3362,2021,37,30-34,1058
3363,2021,37,35-39,3476
3364,2021,37,40-44,1185
3365,2021,37,45-49,279
3366,2021,37,50-54,91
3367,2021,37,55-59,24
3368,2021,37,60+,11
3369,2021,37,NS/N.P.,187
3370,2021,38,20-24,11
3371,2021,38,25-29,90
3372,2021,38,30-34,610
3373,2021,38,35-39,2435
3374,2021,38,40-44,1170
3375,2021,38,45-49,299
3376,2021,38,50-54,84
3377,2021,38,55-59,16
3378,2021,38,60+,11
3379,2021,38,NS/N.P.,152
3380,2021,39,20-24,7
3381,2021,39,25-29,59
3382,2021,39,30-34,326
3383,2021,39,35-39,1547
3384,2021,39,40-44,1099
3385,2021,39,45-49,350
3386,2021,39,50-54,113
3387,2021,39,55-59,27
3388,2021,39,60+,10
3389,2021,39,NS/N.P.,154
3390,2021,40,20-24,4
3391,2021,40,25-29,37
3392,2021,40,30-34,180
3393,2021,40,35-39,922
3394,2021,40,40-44,961
3395,2021,40,45-49,297
3396,2021,40,50-54,78
3397,2021,40,55-59,20
3398,2021,40,60+,4
3399,2021,40,NS/N.P.,105
3400,2021,41,20-24,1
3401,2021,41,25-29,35
3402,2021,41,30-34,105
3403,2021,41,35-39,418
3404,2021,41,40-44,718
3405,2021,41,45-49,230
3406,2021,41,50-54,68
3407,2021,41,55-59,13
3408,2021,41,60+,10
3409,2021,41,NS/N.P.,119
3410,2021,42,20-24,3
3411,2021,42,25-29,17
3412,2021,42,30-34,69
3413,2021,42,35-39,187
3414,2021,42,40-44,458
3415,2021,42,45-49,212
3416,2021,42,50-54,57
3417,2021,42,55-59,21
3418,2021,42,60+,4
3419,2021,42,NS/N.P.,56
3420,2021,43,20-24,1
3421,2021,43,25-29,10
3422,2021,43,30-34,43
3423,2021,43,35-39,102
3424,2021,43,40-44,255
3425,2021,43,45-49,126
3426,2021,43,50-54,48
3427,2021,43,55-59,17
3428,2021,43,60+,7
3429,2021,43,NS/N.P.,42
3430,2021,44,20-24,1
3431,2021,44,25-29,6
3432,2021,44,30-34,18
3433,2021,44,35-39,45
3434,2021,44,40-44,128
3435,2021,44,45-49,93
3436,2021,44,50-54,28
3437,2021,44,55-59,5
3438,2021,44,60+,2
3439,2021,44,NS/N.P.,24
3440,2022,<15,<20,6
3441,2022,<15,30-34,1
3442,2022,<15,NS/N.P.,9
3443,2022,>44,20-24,3
3444,2022,>44,25-29,10
3445,2022,>44,30-34,27
3446,2022,>44,35-39,73
3447,2022,>44,40-44,157
3448,2022,>44,45-49,149
3449,2022,>44,50-54,80
3450,2022,>44,55-59,38
3451,2022,>44,60+,22
3452,2022,>44,NS/N.P.,63
3453,2022,15,<20,12
3454,2022,15,20-24,2
3455,2022,15,NS/N.P.,8
3456,2022,16,<20,48
3457,2022,16,20-24,13
3458,2022,16,NS/N.P.,22
3459,2022,17,<20,98
3460,2022,17,20-24,44
3461,2022,17,25-29,6
3462,2022,17,30-34,1
3463,2022,17,NS/N.P.,43
3464,2022,18,<20,125
3465,2022,18,20-24,138
3466,2022,18,25-29,13
3467,2022,18,30-34,4
3468,2022,18,35-39,3
3469,2022,18,50-54,1
3470,2022,18,NS/N.P.,81
3471,2022,19,<20,124
3472,2022,19,20-24,284
3473,2022,19,25-29,60
3474,2022,19,30-34,18
3475,2022,19,35-39,8
3476,2022,19,40-44,1
3477,2022,19,45-49,2
3478,2022,19,50-54,1
3479,2022,19,NS/N.P.,113
3480,2022,20,<20,69
3481,2022,20,20-24,518
3482,2022,20,25-29,149
3483,2022,20,30-34,41
3484,2022,20,35-39,11
3485,2022,20,40-44,4
3486,2022,20,45-49,2
3487,2022,20,NS/N.P.,127
3488,2022,21,<20,22
3489,2022,21,20-24,825
3490,2022,21,25-29,249
3491,2022,21,30-34,73
3492,2022,21,35-39,23
3493,2022,21,40-44,8
3494,2022,21,45-49,4
3495,2022,21,50-54,1
3496,2022,21,55-59,2
3497,2022,21,NS/N.P.,117
3498,2022,22,<20,9
3499,2022,22,20-24,907
3500,2022,22,25-29,484
3501,2022,22,30-34,158
3502,2022,22,35-39,46
3503,2022,22,40-44,17
3504,2022,22,45-49,7
3505,2022,22,NS/N.P.,174
3506,2022,23,<20,9
3507,2022,23,20-24,1004
3508,2022,23,25-29,786
3509,2022,23,30-34,283
3510,2022,23,35-39,84
3511,2022,23,40-44,21
3512,2022,23,45-49,7
3513,2022,23,50-54,1
3514,2022,23,NS/N.P.,200
3515,2022,24,<20,1
3516,2022,24,20-24,1067
3517,2022,24,25-29,1241
3518,2022,24,30-34,442
3519,2022,24,35-39,117
3520,2022,24,40-44,38
3521,2022,24,45-49,14
3522,2022,24,50-54,5
3523,2022,24,55-59,1
3524,2022,24,60+,2
3525,2022,24,NS/N.P.,175
3526,2022,25,<20,4
3527,2022,25,20-24,850
3528,2022,25,25-29,1939
3529,2022,25,30-34,723
3530,2022,25,35-39,182
3531,2022,25,40-44,53
3532,2022,25,45-49,13
3533,2022,25,50-54,4
3534,2022,25,55-59,3
3535,2022,25,60+,1
3536,2022,25,NS/N.P.,194
3537,2022,26,<20,2
3538,2022,26,20-24,511
3539,2022,26,25-29,2851
3540,2022,26,30-34,1138
3541,2022,26,35-39,300
3542,2022,26,40-44,74
3543,2022,26,45-49,21
3544,2022,26,50-54,8
3545,2022,26,55-59,3
3546,2022,26,60+,3
3547,2022,26,NS/N.P.,226
3548,2022,27,<20,2
3549,2022,27,20-24,312
3550,2022,27,25-29,3478
3551,2022,27,30-34,1851
3552,2022,27,35-39,398
3553,2022,27,40-44,114
3554,2022,27,45-49,30
3555,2022,27,50-54,11
3556,2022,27,55-59,5
3557,2022,27,60+,1
3558,2022,27,NS/N.P.,214
3559,2022,28,<20,2
3560,2022,28,20-24,185
3561,2022,28,25-29,3859
3562,2022,28,30-34,2625
3563,2022,28,35-39,596
3564,2022,28,40-44,155
3565,2022,28,45-49,42
3566,2022,28,50-54,11
3567,2022,28,55-59,9
3568,2022,28,60+,2
3569,2022,28,NS/N.P.,230
3570,2022,29,20-24,130
3571,2022,29,25-29,3810
3572,2022,29,30-34,3788
3573,2022,29,35-39,950
3574,2022,29,40-44,200
3575,2022,29,45-49,52
3576,2022,29,50-54,12
3577,2022,29,55-59,7
3578,2022,29,NS/N.P.,264
3579,2022,30,20-24,86
3580,2022,30,25-29,3025
3581,2022,30,30-34,5460
3582,2022,30,35-39,1308
3583,2022,30,40-44,298
3584,2022,30,45-49,75
3585,2022,30,50-54,19
3586,2022,30,55-59,7
3587,2022,30,60+,4
3588,2022,30,NS/N.P.,254
3589,2022,31,20-24,67
3590,2022,31,25-29,1721
3591,2022,31,30-34,7049
3592,2022,31,35-39,1828
3593,2022,31,40-44,397
3594,2022,31,45-49,96
3595,2022,31,50-54,32
3596,2022,31,55-59,14
3597,2022,31,60+,6
3598,2022,31,NS/N.P.,279
3599,2022,32,20-24,47
3600,2022,32,25-29,944
3601,2022,32,30-34,7268
3602,2022,32,35-39,2605
3603,2022,32,40-44,466
3604,2022,32,45-49,106
3605,2022,32,50-54,35
3606,2022,32,55-59,17
3607,2022,32,60+,5
3608,2022,32,NS/N.P.,230
3609,2022,33,20-24,29
3610,2022,33,25-29,538
3611,2022,33,30-34,6273
3612,2022,33,35-39,3153
3613,2022,33,40-44,654
3614,2022,33,45-49,136
3615,2022,33,50-54,40
3616,2022,33,55-59,19
3617,2022,33,60+,5
3618,2022,33,NS/N.P.,228
3619,2022,34,20-24,29
3620,2022,34,25-29,409
3621,2022,34,30-34,4757
3622,2022,34,35-39,3720
3623,2022,34,40-44,787
3624,2022,34,45-49,157
3625,2022,34,50-54,46
3626,2022,34,55-59,20
3627,2022,34,60+,7
3628,2022,34,NS/N.P.,187
3629,2022,35,20-24,26
3630,2022,35,25-29,272
3631,2022,35,30-34,3181
3632,2022,35,35-39,4114
3633,2022,35,40-44,984
3634,2022,35,45-49,213
3635,2022,35,50-54,68
3636,2022,35,55-59,23
3637,2022,35,60+,8
3638,2022,35,NS/N.P.,185
3639,2022,36,20-24,24
3640,2022,36,25-29,185
3641,2022,36,30-34,1660
3642,2022,36,35-39,4160
3643,2022,36,40-44,1087
3644,2022,36,45-49,276
3645,2022,36,50-54,60
3646,2022,36,55-59,24
3647,2022,36,60+,9
3648,2022,36,NS/N.P.,190
3649,2022,37,20-24,14
3650,2022,37,25-29,157
3651,2022,37,30-34,976
3652,2022,37,35-39,3472
3653,2022,37,40-44,1173
3654,2022,37,45-49,256
3655,2022,37,50-54,68
3656,2022,37,55-59,28
3657,2022,37,60+,9
3658,2022,37,NS/N.P.,184
3659,2022,38,20-24,6
3660,2022,38,25-29,101
3661,2022,38,30-34,547
3662,2022,38,35-39,2521
3663,2022,38,40-44,1154
3664,2022,38,45-49,297
3665,2022,38,50-54,65
3666,2022,38,55-59,24
3667,2022,38,60+,14
3668,2022,38,NS/N.P.,195
3669,2022,39,20-24,8
3670,2022,39,25-29,65
3671,2022,39,30-34,346
3672,2022,39,35-39,1607
3673,2022,39,40-44,1130
3674,2022,39,45-49,309
3675,2022,39,50-54,79
3676,2022,39,55-59,27
3677,2022,39,60+,19
3678,2022,39,NS/N.P.,142
3679,2022,40,20-24,7
3680,2022,40,25-29,37
3681,2022,40,30-34,196
3682,2022,40,35-39,899
3683,2022,40,40-44,1055
3684,2022,40,45-49,325
3685,2022,40,50-54,85
3686,2022,40,55-59,25
3687,2022,40,60+,6
3688,2022,40,NS/N.P.,98
3689,2022,41,20-24,2
3690,2022,41,25-29,33
3691,2022,41,30-34,108
3692,2022,41,35-39,486
3693,2022,41,40-44,745
3694,2022,41,45-49,247
3695,2022,41,50-54,80
3696,2022,41,55-59,20
3697,2022,41,60+,2
3698,2022,41,NS/N.P.,103
3699,2022,42,20-24,1
3700,2022,42,25-29,11
3701,2022,42,30-34,72
3702,2022,42,35-39,233
3703,2022,42,40-44,477
3704,2022,42,45-49,226
3705,2022,42,50-54,61
3706,2022,42,55-59,20
3707,2022,42,60+,7
3708,2022,42,NS/N.P.,47
3709,2022,43,25-29,6
3710,2022,43,30-34,52
3711,2022,43,35-39,113
3712,2022,43,40-44,273
3713,2022,43,45-49,151
3714,2022,43,50-54,51
3715,2022,43,55-59,15
3716,2022,43,60+,7
3717,2022,43,NS/N.P.,43
3718,2022,44,25-29,3
3719,2022,44,30-34,28
3720,2022,44,35-39,59
3721,2022,44,40-44,161
3722,2022,44,45-49,113
3723,2022,44,50-54,25
3724,2022,44,55-59,11
3725,2022,44,60+,3
3726,2022,44,NS/N.P.,28
3727,2023,<15,<20,1
3728,2023,<15,NS/N.P.,1
3729,2023,>44,20-24,4
3730,2023,>44,25-29,14
3731,2023,>44,30-34,27
3732,2023,>44,35-39,78
3733,2023,>44,40-44,148
3734,2023,>44,45-49,208
3735,2023,>44,50-54,92
3736,2023,>44,55-59,25
3737,2023,>44,60+,26
3738,2023,>44,NS/N.P.,56
3739,2023,,25-29,1
3740,2023,,NS/N.P.,95
3741,2023,15,<20,11
3742,2023,15,20-24,3
3743,2023,15,NS/N.P.,14
3744,2023,16,<20,44
3745,2023,16,20-24,11
3746,2023,16,25-29,2
3747,2023,16,30-34,1
3748,2023,16,NS/N.P.,23
3749,2023,17,<20,90
3750,2023,17,20-24,43
3751,2023,17,25-29,6
3752,2023,17,30-34,2
3753,2023,17,NS/N.P.,33
3754,2023,18,<20,111
3755,2023,18,20-24,124
3756,2023,18,25-29,19
3757,2023,18,30-34,1
3758,2023,18,35-39,3
3759,2023,18,NS/N.P.,63
3760,2023,19,<20,120
3761,2023,19,20-24,307
3762,2023,19,25-29,58
3763,2023,19,30-34,13
3764,2023,19,35-39,5
3765,2023,19,40-44,1
3766,2023,19,45-49,2
3767,2023,19,50-54,2
3768,2023,19,55-59,1
3769,2023,19,NS/N.P.,99
3770,2023,20,<20,63
3771,2023,20,20-24,517
3772,2023,20,25-29,127
3773,2023,20,30-34,50
3774,2023,20,35-39,11
3775,2023,20,40-44,3
3776,2023,20,45-49,2
3777,2023,20,50-54,1
3778,2023,20,NS/N.P.,117
3779,2023,21,<20,29
3780,2023,21,20-24,741
3781,2023,21,25-29,287
3782,2023,21,30-34,85
3783,2023,21,35-39,25
3784,2023,21,40-44,6
3785,2023,21,45-49,4
3786,2023,21,50-54,2
3787,2023,21,55-59,1
3788,2023,21,NS/N.P.,136
3789,2023,22,<20,14
3790,2023,22,20-24,952
3791,2023,22,25-29,493
3792,2023,22,30-34,169
3793,2023,22,35-39,57
3794,2023,22,40-44,15
3795,2023,22,45-49,5
3796,2023,22,50-54,2
3797,2023,22,NS/N.P.,166
3798,2023,23,<20,14
3799,2023,23,20-24,1051
3800,2023,23,25-29,808
3801,2023,23,30-34,262
3802,2023,23,35-39,87
3803,2023,23,40-44,21
3804,2023,23,45-49,5
3805,2023,23,50-54,3
3806,2023,23,55-59,2
3807,2023,23,NS/N.P.,183
3808,2023,24,<20,7
3809,2023,24,20-24,938
3810,2023,24,25-29,1212
3811,2023,24,30-34,451
3812,2023,24,35-39,135
3813,2023,24,40-44,44
3814,2023,24,45-49,14
3815,2023,24,50-54,5
3816,2023,24,55-59,3
3817,2023,24,60+,1
3818,2023,24,NS/N.P.,182
3819,2023,25,<20,1
3820,2023,25,20-24,813
3821,2023,25,25-29,2015
3822,2023,25,30-34,734
3823,2023,25,35-39,180
3824,2023,25,40-44,55
3825,2023,25,45-49,17
3826,2023,25,50-54,7
3827,2023,25,55-59,1
3828,2023,25,NS/N.P.,216
3829,2023,26,<20,3
3830,2023,26,20-24,500
3831,2023,26,25-29,2800
3832,2023,26,30-34,1167
3833,2023,26,35-39,300
3834,2023,26,40-44,64
3835,2023,26,45-49,20
3836,2023,26,50-54,8
3837,2023,26,60+,1
3838,2023,26,NS/N.P.,221
3839,2023,27,<20,1
3840,2023,27,20-24,289
3841,2023,27,25-29,3658
3842,2023,27,30-34,1841
3843,2023,27,35-39,420
3844,2023,27,40-44,118
3845,2023,27,45-49,31
3846,2023,27,50-54,7
3847,2023,27,55-59,8
3848,2023,27,60+,1
3849,2023,27,NS/N.P.,249
3850,2023,28,<20,1
3851,2023,28,20-24,193
3852,2023,28,25-29,4063
3853,2023,28,30-34,2735
3854,2023,28,35-39,645
3855,2023,28,40-44,136
3856,2023,28,45-49,40
3857,2023,28,50-54,17
3858,2023,28,55-59,4
3859,2023,28,60+,2
3860,2023,28,NS/N.P.,258
3861,2023,29,<20,1
3862,2023,29,20-24,140
3863,2023,29,25-29,3872
3864,2023,29,30-34,3931
3865,2023,29,35-39,922
3866,2023,29,40-44,185
3867,2023,29,45-49,64
3868,2023,29,50-54,25
3869,2023,29,55-59,5
3870,2023,29,60+,6
